Date,Price,Open,High,Low,Vol.,Change %,,
6/10/2020,16.63,16.14,16.63,16.63,1.36M,3.07%,,
5/10/2020,16.14,16.09,16.14,16.14,965.16K,0.31%,,
2/10/2020,16.09,15.89,16.09,16.09,445.38K,1.25%,,
30/09/2020,15.89,15.84,15.89,15.89,601.13K,0.31%,,
29/09/2020,15.84,15.84,16.35,16,401.81K,0.00%,,
28/09/2020,15.84,15.54,15.84,15.79,1.48M,1.91%,,
25/09/2020,15.54,14.85,15.54,15.49,1.51M,4.67%,,
24/09/2020,14.85,14.85,15.7,15.15,146.51K,0.00%,,
23/09/2020,14.85,14.85,15.8,15.35,184.31K,0.00%,,
22/09/2020,14.85,14.85,15.95,15,334.52K,0.00%,,
21/09/2020,14.85,15.35,15,14.85,2.43M,-3.23%,,
18/09/2020,15.35,15.35,15.9,15.2,57.70K,0.00%,,
17/09/2020,15.35,15.35,15.95,15.45,129.58K,0.00%,,
16/09/2020,15.35,15.39,15.35,15.35,402.32K,-0.32%,,
15/09/2020,15.39,15.39,16.1,15.5,164.23K,0.00%,,
14/09/2020,15.39,15.44,15.44,15.3,1.43M,-0.32%,,
11/9/2020,15.44,16.83,15.54,15.44,1.38M,-8.24%,,
10/9/2020,16.83,16.83,16.25,16,44.57K,0.00%,,
9/9/2020,16.83,16.83,16.35,16.05,164.33K,0.00%,,
8/9/2020,16.83,16.83,16.7,16,187.98K,0.00%,,
7/9/2020,16.83,16.83,16.8,16.1,401.17K,0.00%,,
4/9/2020,16.83,16.83,16.8,16,92.42K,0.00%,,
3/9/2020,16.83,16.83,16.85,16,90.43K,0.00%,,
2/9/2020,16.83,16.83,17,16.2,161.74K,0.00%,,
1/9/2020,16.83,16.83,17,16.4,54.81K,0.00%,,
31/08/2020,16.83,16.83,16.83,16.83,337.50K,0.00%,,
28/08/2020,16.83,16.83,16.85,16.15,72.09K,0.00%,,
27/08/2020,16.83,16.83,17,16.55,111.41K,0.00%,,
26/08/2020,16.83,16.83,17,16.1,279.05K,0.00%,,
25/08/2020,16.83,16.33,16.83,16.83,356.56K,3.03%,,
24/08/2020,16.33,16.33,17.1,15.9,450.36K,0.00%,,
21/08/2020,16.33,16.33,16.5,16,468.92K,0.00%,,
20/08/2020,16.33,16.33,17.4,16.3,263.17K,0.00%,,
19/08/2020,16.33,16.33,16.75,15.85,135.47K,0.00%,,
18/08/2020,16.33,16.33,17,15.85,118.81K,0.00%,,
17/08/2020,16.33,14.9,16.33,15.35,652.12K,9.63%,,
14/08/2020,14.9,14.9,16.4,15.65,58.05K,0.00%,,
13/08/2020,14.9,14.9,16.4,15.75,74.29K,0.00%,,
12/8/2020,14.9,14.9,24.8,15.5,116.77K,0.00%,,
11/8/2020,14.9,14.9,16.45,15.65,194.23K,0.00%,,
10/8/2020,14.9,14.9,16.15,15.5,186.66K,0.00%,,
7/8/2020,14.9,14.9,15.85,15.25,211.10K,0.00%,,
6/8/2020,14.9,14.9,15.85,15.3,76.11K,0.00%,,
5/8/2020,14.9,14.9,16,15.1,573.23K,0.00%,,
4/8/2020,14.9,14.85,14.9,14.9,415.78K,0.33%,,
3/8/2020,14.85,14.85,14.85,14.85,529.01K,0.00%,,
29/07/2020,14.85,14.85,15.85,15.4,122.39K,0.00%,,
28/07/2020,14.85,15.84,15.94,14.85,3.60M,-6.25%,,
27/07/2020,15.84,16.88,17.33,15.84,1.37M,-6.16%,,
24/07/2020,16.88,15.35,16.88,16.88,722.62K,10.00%,,
23/07/2020,15.35,15.35,17,5,49.84K,0.00%,,
22/07/2020,15.35,15.35,16.8,16.5,346.89K,0.00%,,
21/07/2020,15.35,15.35,16.6,16,300.25K,0.00%,,
20/07/2020,15.35,15.35,16.5,16.25,74.08K,0.00%,,
17/07/2020,15.35,15.35,16.6,16.2,51.52K,0.00%,,
16/07/2020,15.35,15.35,17,15.6,445.37K,0.00%,,
15/07/2020,15.35,17.03,17.62,15.35,1.66M,-9.88%,,
14/07/2020,17.03,17.03,17.25,16.2,253.13K,0.00%,,
13/07/2020,17.03,17.03,17,16,337.15K,0.00%,,
10/7/2020,17.03,17.03,17.45,16.6,353.28K,0.00%,,
9/7/2020,17.03,17.03,17.8,16.9,959.62K,0.00%,,
8/7/2020,17.03,15.49,17.03,17.03,896.21K,9.90%,,
7/7/2020,15.49,16.38,15.49,14.75,3.23M,-5.44%,,
6/7/2020,16.38,18.17,16.38,16.38,992.23K,-9.81%,,
3/7/2020,18.17,19.65,18.17,18.17,1.36M,-7.56%,,
2/7/2020,19.65,19.65,18.3,17.9,642.74K,0.00%,,
1/7/2020,19.65,19.65,18.6,17.9,95.60K,0.00%,,
30/06/2020,19.65,19.65,18,17.9,596.49K,0.00%,,
29/06/2020,19.65,19.65,18.8,17.9,121.31K,0.00%,,
26/06/2020,19.65,19.65,18.5,17.9,287.59K,0.00%,,
25/06/2020,19.65,19.65,18,17.9,618.56K,0.00%,,
24/06/2020,19.65,19.65,18.9,17.9,638.77K,0.00%,,
23/06/2020,19.65,19.65,18,17.9,272.46K,0.00%,,
22/06/2020,19.65,19.65,18.8,17.9,211.22K,0.00%,,
19/06/2020,19.65,19.65,18.4,17.9,124.14K,0.00%,,
18/06/2020,19.65,19.65,18.9,17.95,226.25K,0.00%,,
17/06/2020,19.65,19.65,18.8,17.9,806.18K,0.00%,,
16/06/2020,19.65,19.65,19,18.5,226.18K,0.00%,,
15/06/2020,19.65,19.65,20,18.05,155.63K,0.00%,,
11/6/2020,19.65,21.04,19.65,18.96,642.20K,-6.59%,,
10/6/2020,21.04,21.04,20.3,19.15,198.56K,0.00%,,
9/6/2020,21.04,21.04,19.95,19.25,154.40K,0.00%,,
8/6/2020,21.04,21.04,21,19.15,843.35K,0.00%,,
5/6/2020,21.04,21.04,21.25,19.75,270.43K,0.00%,,
4/6/2020,21.04,21.04,21.2,20.3,179.93K,0.00%,,
3/6/2020,21.04,21.04,21.45,20.05,194.02K,0.00%,,
2/6/2020,21.04,21.04,21.5,20.5,152.58K,0.00%,,
1/6/2020,21.04,21.04,22.9,19.2,484.67K,-7.27%,,
29/05/2020,22.69,22.69,22.69,22.69,4.42M,0.00%,,
28/05/2020,22.69,22.69,22.69,22.69,1.15M,0.00%,,
27/05/2020,22.69,22.36,22.69,22.44,1.54M,1.48%,,
22/05/2020,22.36,22.27,22.36,22.36,1.25M,0.37%,,
21/05/2020,22.27,22.27,22.27,22.27,3.70M,0.00%,,
20/05/2020,22.27,22.27,22.27,22.27,1.43M,0.00%,,
19/05/2020,22.27,22.27,27.55,26.95,394.92K,0.00%,,
18/05/2020,22.27,22.23,22.27,22.27,767.69K,0.19%,,
15/05/2020,22.23,22.23,27.2,26.8,737.49K,0.00%,,
14/05/2020,22.23,22.23,27,26.8,802.58K,0.00%,,
13/05/2020,22.23,22.23,22.23,22.19,1.89M,0.00%,,
12/5/2020,22.23,22.23,26.95,26.2,467.58K,0.00%,,
11/5/2020,22.23,22.23,26.95,26.5,604.56K,0.00%,,
8/5/2020,22.23,22.23,27.2,26.85,1.08M,0.00%,,
7/5/2020,22.23,22.27,22.23,22.23,1.21M,-0.19%,,
6/5/2020,22.27,21.28,22.27,22.27,2.50M,4.65%,,
5/5/2020,21.28,21.28,26,25,761.64K,0.00%,,
4/5/2020,21.28,21.28,25.5,24.7,541.26K,0.00%,,
30/04/2020,21.28,21.28,25.7,25,593.80K,0.00%,,
29/04/2020,21.28,21.28,25.6,23.6,2.14M,0.00%,,
28/04/2020,21.28,21.28,27,25.15,548.77K,0.00%,,
27/04/2020,21.28,21.28,28.35,25.1,1.04M,0.00%,,
24/04/2020,21.28,21.28,25.65,25,888.18K,0.00%,,
23/04/2020,21.28,21.28,25.8,24.75,642.73K,0.00%,,
22/04/2020,21.28,21.28,21.28,21.28,832.35K,0.00%,,
21/04/2020,21.28,22.23,21.28,21.28,791.93K,-4.27%,,
20/04/2020,22.23,20.21,22.23,22.23,1.80M,10.00%,,
17/04/2020,20.21,19.63,20.21,19.72,2.03M,2.94%,,
16/04/2020,19.63,18.97,19.68,19.59,4.35M,3.48%,,
15/04/2020,18.97,18.56,18.97,18.93,3.75M,2.22%,,
14/04/2020,18.56,18.81,18.81,18.56,1.24M,-1.32%,,
9/4/2020,18.81,18.31,18.81,18.81,1.33M,2.70%,,
8/4/2020,18.31,18.31,23.35,22,1.64M,0.00%,,
7/4/2020,18.31,18.19,18.31,18.31,1.23M,0.68%,,
6/4/2020,18.19,18.19,22.8,22,542.09K,0.00%,,
3/4/2020,18.19,18.19,23.35,21,539.54K,0.00%,,
2/4/2020,18.19,18.19,23,21.05,235.53K,0.00%,,
1/4/2020,18.19,18.19,23.2,21,199.60K,0.00%,,
31/03/2020,18.19,18.19,22.05,21,296.51K,0.00%,,
30/03/2020,18.19,18.19,22.15,21.95,514.31K,0.00%,,
27/03/2020,18.19,18.15,18.19,18.15,1.39M,0.23%,,
26/03/2020,18.15,19.55,18.15,18.15,1.61M,-7.17%,,
25/03/2020,19.55,19.55,22.75,21.7,648.08K,0.00%,,
24/03/2020,19.55,19.55,22.75,21.35,760.60K,0.00%,,
23/03/2020,19.55,19.55,22.1,21.35,1.16M,0.00%,,
20/03/2020,19.55,18.4,19.55,19.55,2.78M,6.28%,,
19/03/2020,18.4,18.4,23.6,21.5,811.45K,0.00%,,
18/03/2020,18.4,18.4,0,0,2.63M,0.00%,,
17/03/2020,18.4,18.27,18.52,18.4,3.56M,0.68%,,
16/03/2020,18.27,18.31,18.31,18.27,4.93M,9.65%,,
13/03/2020,16.66,16.66,0,0,387.70K,0.00%,,
12/3/2020,16.66,18.48,16.66,16.66,243.43K,-9.82%,,
11/3/2020,18.48,18.48,0,0,611.06K,0.00%,,
10/3/2020,18.48,18.48,0,0,331.84K,0.00%,,
9/3/2020,18.48,18.48,0,0,146.08K,0.00%,,
6/3/2020,18.48,18.48,0,0,70.70K,0.00%,,
5/3/2020,18.48,18.48,0,0,442.67K,0.00%,,
4/3/2020,18.48,18.48,0,0,346.52K,0.00%,,
3/3/2020,18.48,18.48,0,0,1.40M,0.00%,,
2/3/2020,18.48,18.48,0,0,297.87K,0.00%,,
28/02/2020,18.48,18.48,0,0,342.68K,0.00%,,
27/02/2020,18.48,18.48,0,0,87.80K,0.00%,,
26/02/2020,18.48,18.48,0,0,379.64K,0.00%,,
25/02/2020,18.48,18.48,0,0,1.06M,0.00%,,
24/02/2020,18.48,19.8,18.48,18.48,970.36K,-6.67%,,
21/02/2020,19.8,18.56,19.8,19.8,963.74K,6.67%,,
20/02/2020,18.56,18.56,0,0,468.06K,0.00%,,
19/02/2020,18.56,18.56,0,0,304.92K,0.00%,,
18/02/2020,18.56,18.56,0,0,361.05K,0.00%,,
17/02/2020,18.56,18.56,0,0,201.04K,0.00%,,
14/02/2020,18.56,18.56,0,0,1.10M,0.00%,,
13/02/2020,18.56,18.56,18.56,18.56,738.96K,0.00%,,
12/2/2020,18.56,18.56,0,0,537.09K,0.00%,,
11/2/2020,18.56,18.56,0,0,54.95K,0.00%,,
10/2/2020,18.56,18.52,18.81,18.56,886.44K,0.22%,,
7/2/2020,18.52,18.11,18.64,18.23,12.08M,2.28%,,
6/2/2020,18.11,18.11,18.11,17.32,427.08K,0.00%,,
5/2/2020,18.11,17.74,18.11,17.32,659.14K,2.09%,,
4/2/2020,17.74,17.49,17.74,16.71,1.03M,1.42%,,
3/2/2020,17.49,18.56,17.49,17.49,352.45K,-5.78%,,
31/01/2020,18.56,18.56,0,0,612.90K,0.00%,,
30/01/2020,18.56,18.36,18.56,18.56,2.11M,1.12%,,
29/01/2020,18.36,18.27,18.36,18.36,1.48M,0.45%,,
28/01/2020,18.27,18.27,18.27,18.27,15.21M,9.93%,,
27/01/2020,16.62,17.74,16.62,16.62,178.47K,-6.28%,,
24/01/2020,17.74,16.5,17.74,17.74,285.57K,7.50%,,
23/01/2020,16.5,16.5,0,0,629.33K,0.00%,,
22/01/2020,16.5,17.7,16.5,16.5,737.77K,-6.76%,,
21/01/2020,17.7,17.7,0,0,482.01K,0.00%,,
20/01/2020,17.7,17.7,0,0,131.15K,0.00%,,
17/01/2020,17.7,17.7,0,0,110.56K,0.00%,,
16/01/2020,17.7,18.03,18.03,17.7,1.17M,-1.83%,,
15/01/2020,18.03,18.03,0,0,565.32K,0.00%,,
14/01/2020,18.03,18.03,18.03,18.03,473.93K,0.00%,,
13/01/2020,18.03,18.03,0,0,406.55K,0.00%,,
10/1/2020,18.03,18.03,0,0,97.85K,0.00%,,
9/1/2020,18.03,18.03,0,0,1.11M,0.00%,,
8/1/2020,18.03,16.42,18.03,16.5,2.20M,9.80%,,
7/1/2020,16.42,16.42,0,0,682.89K,0.00%,,
6/1/2020,16.42,16.42,0,0,61.44K,0.00%,,
3/1/2020,16.42,16.42,0,0,169.56K,0.00%,,
2/1/2020,16.42,16.42,0,0,4.93K,0.00%,,
31/12/2019,16.42,16.42,0,0,104.89K,0.00%,,
30/12/2019,16.42,16.42,0,0,22.61K,0.00%,,
27/12/2019,16.42,16.25,16.42,16.42,1.08M,1.02%,,
24/12/2019,16.25,16.25,0,0,6.67K,0.00%,,
23/12/2019,16.25,16.09,16.25,16.25,170.04K,1.03%,,
20/12/2019,16.09,15.67,16.09,16.09,629.50K,2.63%,,
19/12/2019,15.67,15.67,0,0,327.15K,0.00%,,
18/12/2019,15.67,15.67,0,0,16.68K,0.00%,,
17/12/2019,15.67,15.67,0,0,77.66K,0.00%,,
16/12/2019,15.67,15.67,0,0,32.11K,0.00%,,
13/12/2019,15.67,15.67,0,0,833.22K,0.00%,,
12/12/2019,15.67,15.67,0,0,586.75K,0.00%,,
11/12/2019,15.67,15.67,0,0,37.70K,0.00%,,
10/12/2019,15.67,15.67,0,0,33.24K,0.00%,,
9/12/2019,15.67,15.67,0,0,494.90K,0.00%,,
6/12/2019,15.67,15.67,0,0,34.03K,0.00%,,
5/12/2019,15.67,15.67,0,0,33.59K,0.00%,,
4/12/2019,15.67,15.67,0,0,12.70K,0.00%,,
3/12/2019,15.67,15.67,0,0,18.24K,0.00%,,
2/12/2019,15.67,15.67,0,0,10.91K,0.00%,,
29/11/2019,15.67,15.67,0,0,132.31K,0.00%,,
28/11/2019,15.67,15.67,0,0,52.89K,0.00%,,
27/11/2019,15.67,15.67,0,0,242.99K,0.00%,,
26/11/2019,15.67,15.67,0,0,221.66K,0.00%,,
25/11/2019,15.67,15.67,0,0,241.46K,0.00%,,
22/11/2019,15.67,15.67,0,0,21.56K,0.00%,,
21/11/2019,15.67,15.3,15.67,15.67,250.27K,2.43%,,
20/11/2019,15.3,15.3,0,0,14.14K,0.00%,,
19/11/2019,15.3,15.3,0,0,79.63K,0.00%,,
18/11/2019,15.3,15.3,0,0,12.73K,0.00%,,
15/11/2019,15.3,15.3,0,0,85.67K,0.00%,,
14/11/2019,15.3,15.3,0,0,73.30K,0.00%,,
13/11/2019,15.3,15.3,0,0,14.02K,0.00%,,
12/11/2019,15.3,15.3,0,0,92.35K,0.00%,,
8/11/2019,15.3,15.3,0,0,59.48K,0.00%,,
7/11/2019,15.3,15.3,0,0,101.93K,0.00%,,
6/11/2019,15.3,15.3,0,0,56.40K,0.00%,,
5/11/2019,15.3,15.3,0,0,102.02K,0.00%,,
4/11/2019,15.3,15.3,0,0,75.53K,0.00%,,
1/11/2019,15.3,15.3,0,0,6.58K,0.00%,,
31/10/2019,15.3,15.3,0,0,56.15K,0.00%,,
30/10/2019,15.3,15.3,0,0,44.33K,0.00%,,
29/10/2019,15.3,15.3,0,0,21.01K,0.00%,,
28/10/2019,15.3,15.3,0,0,24.51K,0.00%,,
25/10/2019,15.3,15.3,0,0,13.52K,0.00%,,
24/10/2019,15.3,15.3,0,0,67.21K,0.00%,,
23/10/2019,15.3,15.3,0,0,129.17K,0.00%,,
22/10/2019,15.3,15.3,0,0,17.21K,0.00%,,
21/10/2019,15.3,15.3,0,0,91.84K,0.00%,,
18/10/2019,15.3,15.3,0,0,36.18K,0.00%,,
17/10/2019,15.3,15.3,0,0,31.82K,0.00%,,
16/10/2019,15.3,15.3,0,0,28.98K,0.00%,,
15/10/2019,15.3,15.3,0,0,253.84K,0.00%,,
14/10/2019,15.3,15.3,0,0,79.56K,0.00%,,
11/10/2019,15.3,15.3,0,0,162.06K,0.00%,,
10/10/2019,15.3,15.3,0,0,14.42K,0.00%,,
9/10/2019,15.3,15.3,0,0,2.45K,0.00%,,
8/10/2019,15.3,15.3,0,0,10.91K,0.00%,,
7/10/2019,15.3,15.3,0,0,41.82K,0.00%,,
4/10/2019,15.3,15.3,0,0,28.11K,0.00%,,
3/10/2019,15.3,15.3,0,0,40.26K,0.00%,,
2/10/2019,15.3,15.3,0,0,34.11K,0.00%,,
30/09/2019,15.3,15.3,0,0,5.46K,0.00%,,
27/09/2019,15.3,15.3,0,0,57.02K,0.00%,,
26/09/2019,15.3,15.3,0,0,7.94K,0.00%,,
25/09/2019,15.3,15.3,0,0,163.13K,0.00%,,
24/09/2019,15.3,15.3,0,0,2.56K,0.00%,,
23/09/2019,15.3,15.3,0,0,47.34K,0.00%,,
20/09/2019,15.3,15.3,0,0,11.22K,0.00%,,
19/09/2019,15.3,15.3,15.3,15.3,2.46M,0.00%,,
18/09/2019,15.3,15.3,0,0,31.86K,0.00%,,
17/09/2019,15.3,15.3,0,0,68.93K,0.00%,,
16/09/2019,15.3,15.3,0,0,7.96K,0.00%,,
13/09/2019,15.3,15.3,0,0,72.27K,0.00%,,
12/9/2019,15.3,15.3,0,0,5.49K,0.00%,,
11/9/2019,15.3,15.3,0,0,45.00K,0.00%,,
10/9/2019,15.3,15.3,0,0,30.62K,0.00%,,
9/9/2019,15.3,15.3,0,0,3.73K,0.00%,,
6/9/2019,15.3,15.3,0,0,30.92K,0.00%,,
5/9/2019,15.3,15.3,0,0,18.21K,0.00%,,
4/9/2019,15.3,15.3,0,0,10.46K,0.00%,,
3/9/2019,15.3,15.3,0,0,1.28K,0.00%,,
2/9/2019,15.3,15.3,0,0,12.01K,0.00%,,
30/08/2019,15.3,15.3,0,0,2.20K,0.00%,,
29/08/2019,15.3,15.3,0,0,105.46K,0.00%,,
28/08/2019,15.3,15.3,0,0,45.63K,0.00%,,
27/08/2019,15.3,15.3,0,0,70.87K,0.00%,,
26/08/2019,15.3,16.99,15.3,15.3,432.89K,-9.95%,,
23/08/2019,16.99,16.99,0,0,18.79K,0.00%,,
22/08/2019,16.99,16.99,0,0,3.35K,0.00%,,
21/08/2019,16.99,16.99,0,0,7.40K,0.00%,,
20/08/2019,16.99,16.99,0,0,10.80K,0.00%,,
19/08/2019,16.99,16.99,0,0,12.18K,0.00%,,
16/08/2019,16.99,16.99,0,0,25.15K,0.00%,,
15/08/2019,16.99,16.99,0,0,197.47K,0.00%,,
14/08/2019,16.99,16.99,0,0,50.88K,0.00%,,
9/8/2019,16.99,16.99,0,0,38.18K,0.00%,,
8/8/2019,16.99,16.99,0,0,58.12K,0.00%,,
7/8/2019,16.99,16.99,0,0,43.37K,0.00%,,
6/8/2019,16.99,16.99,0,0,26.48K,0.00%,,
5/8/2019,16.99,16.99,0,0,204.73K,0.00%,,
2/8/2019,16.99,16.99,0,0,92.73K,0.00%,,
1/8/2019,16.99,16.99,0,0,40.33K,0.00%,,
31/07/2019,16.99,15.47,16.99,16.99,201.83K,9.87%,,
30/07/2019,15.47,14.93,15.47,15.47,138.90K,3.59%,,
29/07/2019,14.93,14.93,0,0,72.74K,0.00%,,
26/07/2019,14.93,14.93,0,0,51.01K,0.00%,,
25/07/2019,14.93,14.85,14.93,14.93,376.83K,0.56%,,
24/07/2019,14.85,14.85,0,0,119.90K,0.00%,,
23/07/2019,14.85,14.85,0,0,26.91K,0.00%,,
22/07/2019,14.85,14.85,0,0,52.36K,0.00%,,
19/07/2019,14.85,14.85,0,0,34.81K,0.00%,,
18/07/2019,14.85,14.85,0,0,64.40K,0.00%,,
17/07/2019,14.85,16.46,14.85,14.85,136.21K,-9.77%,,
16/07/2019,16.46,16.46,0,0,218.22K,0.00%,,
15/07/2019,16.46,16.46,0,0,83.05K,0.00%,,
12/7/2019,16.46,16.46,0,0,39.37K,0.00%,,
11/7/2019,16.46,16.46,0,0,122.42K,0.00%,,
10/7/2019,16.46,16.46,0,0,83.18K,0.00%,,
9/7/2019,16.46,16.46,0,0,75.96K,0.00%,,
8/7/2019,16.46,16.46,0,0,27.97K,0.00%,,
5/7/2019,16.46,16.46,0,0,275.94K,0.00%,,
4/7/2019,16.46,16.46,0,0,232.57K,0.00%,,
3/7/2019,16.46,18.07,16.46,16.46,297.26K,-8.90%,,
2/7/2019,18.07,18.07,0,0,14.49K,0.00%,,
1/7/2019,18.07,18.07,0,0,5.30K,0.00%,,
28/06/2019,18.07,17.24,18.07,18.07,177.87K,4.78%,,
27/06/2019,17.24,17.24,0,0,18.78K,0.00%,,
26/06/2019,17.24,17.24,0,0,20.73K,0.00%,,
25/06/2019,17.24,17.24,0,0,75.04K,0.00%,,
24/06/2019,17.24,17.24,0,0,15.39K,0.00%,,
21/06/2019,17.24,17.24,0,0,20.79K,0.00%,,
20/06/2019,17.24,16.09,17.24,17.24,147.46K,7.18%,,
19/06/2019,16.09,16.09,16.09,16.09,148.90K,0.00%,,
18/06/2019,16.09,17.86,16.09,16.09,121.41K,-9.93%,,
17/06/2019,17.86,17.86,0,0,229.60K,0.00%,,
14/06/2019,17.86,17.86,0,0,12.77K,0.00%,,
13/06/2019,17.86,17.86,0,0,38.77K,0.00%,,
11/6/2019,17.86,17.86,0,0,121.62K,0.00%,,
10/6/2019,17.86,17.86,0,0,38.76K,0.00%,,
7/6/2019,17.86,17.86,0,0,68.05K,0.00%,,
6/6/2019,17.86,16.25,17.86,16.71,569.24K,9.90%,,
3/6/2019,16.25,18.03,16.25,16.25,145.30K,-17.40%,,
31/05/2019,19.68,19.68,0,0,8.99K,0.00%,,
30/05/2019,19.68,19.39,19.68,19.68,317.40K,1.49%,,
28/05/2019,19.39,18.97,19.39,19.39,425.55K,2.17%,,
27/05/2019,18.97,18.97,18.97,18.97,532.20K,0.00%,,
24/05/2019,18.97,18.97,0,0,228.83K,0.00%,,
23/05/2019,18.97,18.97,0,0,76.84K,0.00%,,
22/05/2019,18.97,18.97,0,0,61.50K,0.00%,,
21/05/2019,18.97,18.97,0,0,124.67K,0.00%,,
20/05/2019,18.97,18.97,0,0,133.58K,0.00%,,
17/05/2019,18.97,18.97,0,0,174.87K,0.00%,,
16/05/2019,18.97,18.97,0,0,83.62K,0.00%,,
15/05/2019,18.97,18.97,18.97,18.97,101.59K,0.00%,,
14/05/2019,18.97,18.97,0,0,83.57K,0.00%,,
13/05/2019,18.97,18.97,0,0,53.85K,0.00%,,
10/5/2019,18.97,18.97,0,0,130.55K,0.00%,,
9/5/2019,18.97,20.54,18.97,18.97,253.04K,-7.63%,,
8/5/2019,20.54,20.54,0,0,92.53K,0.00%,,
7/5/2019,20.54,22.23,20.54,20.54,306.17K,-7.61%,,
6/5/2019,22.23,22.23,0,0,57.90K,0.00%,,
3/5/2019,22.23,22.23,0,0,222.80K,-1.00%,,
2/5/2019,22.46,22.46,0,0,163.94K,0.00%,,
30/04/2019,22.46,20.58,22.46,21.25,565.34K,9.11%,,
29/04/2019,20.58,20.62,20.62,20.58,323.54K,9.78%,,
26/04/2019,18.75,18.75,0,0,153.59K,0.00%,,
25/04/2019,18.75,20.83,19.17,18.75,288.31K,-10.00%,,
24/04/2019,20.83,20.83,0,0,125.61K,0.00%,,
23/04/2019,20.83,20.83,0,0,21.91K,0.00%,,
18/04/2019,20.83,22.92,20.83,20.83,171.73K,-9.09%,,
17/04/2019,22.92,22.92,0,0,18.17K,0.00%,,
16/04/2019,22.92,22.92,0,0,16.03K,0.00%,,
15/04/2019,22.92,22.92,0,0,70.21K,0.00%,,
12/4/2019,22.92,22.92,0,0,4.00K,0.00%,,
11/4/2019,22.92,22.92,0,0,76.29K,0.00%,,
10/4/2019,22.92,22.92,0,0,181.98K,0.00%,,
9/4/2019,22.92,22.92,0,0,12.08K,0.00%,,
8/4/2019,22.92,22.92,0,0,15.47K,0.00%,,
5/4/2019,22.92,22.92,0,0,34.95K,0.00%,,
4/4/2019,22.92,22.92,0,0,72.83K,0.00%,,
3/4/2019,22.92,22.92,0,0,91.71K,0.00%,,
2/4/2019,22.92,22.92,0,0,3.43K,0.00%,,
1/4/2019,22.92,22.92,0,0,34.57K,0.00%,,
29/03/2019,22.92,22.92,0,0,13.46K,0.00%,,
28/03/2019,22.92,22.92,0,0,28.48K,0.00%,,
27/03/2019,22.92,22.92,0,0,30.35K,0.00%,,
26/03/2019,22.92,22.92,0,0,37.58K,0.00%,,
25/03/2019,22.92,22.92,0,0,29.93K,0.00%,,
22/03/2019,22.92,22.92,22.92,22.92,602.27K,0.00%,,
21/03/2019,22.92,22.92,0,0,195.63K,0.00%,,
20/03/2019,22.92,22.92,0,0,5.89K,0.00%,,
19/03/2019,22.92,22.92,0,0,70.35K,0.00%,,
18/03/2019,22.92,22.92,0,0,29.17K,0.00%,,
15/03/2019,22.92,22.92,0,0,49.32K,0.00%,,
14/03/2019,22.92,22.92,0,0,5.69K,0.00%,,
13/03/2019,22.92,22.92,0,0,16.74K,0.00%,,
12/3/2019,22.92,22.92,0,0,40.98K,0.00%,,
11/3/2019,22.92,22.92,0,0,21.12K,0.00%,,
8/3/2019,22.92,22.92,0,0,9.47K,0.00%,,
7/3/2019,22.92,22.92,0,0,35.20K,0.00%,,
6/3/2019,22.92,22.92,0,0,7.56K,0.00%,,
5/3/2019,22.92,22.92,0,0,234.48K,0.00%,,
4/3/2019,22.92,22.92,0,0,192.71K,0.00%,,
1/3/2019,22.92,22.92,0,0,57.17K,0.00%,,
28/02/2019,22.92,22.92,0,0,242.98K,0.00%,,
27/02/2019,22.92,22.08,22.92,22.92,6.70M,3.77%,,
26/02/2019,22.08,22.08,0,0,44.40K,0.00%,,
25/02/2019,22.08,22.08,0,0,135.99K,0.00%,,
22/02/2019,22.08,22.08,22.08,22.08,441.28K,0.00%,,
21/02/2019,22.08,22.08,0,0,122.05K,0.00%,,
20/02/2019,22.08,22.08,0,0,97.04K,0.00%,,
19/02/2019,22.08,22.08,0,0,3.76K,0.00%,,
18/02/2019,22.08,22.08,0,0,58.46K,0.00%,,
15/02/2019,22.08,21.25,22.08,22.08,198.96K,3.92%,,
14/02/2019,21.25,21.25,0,0,119.61K,0.00%,,
13/02/2019,21.25,21.25,0,0,34.95K,0.00%,,
12/2/2019,21.25,21.67,21.25,21.25,552.43K,-1.92%,,
11/2/2019,21.67,21.67,0,0,103.50K,0.00%,,
8/2/2019,21.67,21.67,0,0,280.76K,0.00%,,
7/2/2019,21.67,21.67,0,0,91.84K,0.00%,,
6/2/2019,21.67,21.67,0,0,126.78K,0.00%,,
5/2/2019,21.67,21.67,21.67,21.67,313.22K,0.00%,,
4/2/2019,21.67,21.67,0,0,11.35K,0.00%,,
1/2/2019,21.67,21.67,21.67,21.67,148.80K,0.00%,,
31/01/2019,21.67,23.33,21.67,21.67,322.11K,-7.14%,,
30/01/2019,23.33,23.33,0,0,138.17K,0.00%,,
29/01/2019,23.33,23.33,0,0,117.79K,0.00%,,
28/01/2019,23.33,23.33,23.33,23.33,150.39K,0.00%,,
25/01/2019,23.33,23.33,0,0,127.28K,0.00%,,
24/01/2019,23.33,23.67,23.33,23.33,212.87K,-1.41%,,
23/01/2019,23.67,23.67,0,0,16.71K,0.00%,,
22/01/2019,23.67,23.67,0,0,127.62K,0.00%,,
21/01/2019,23.67,23.67,0,0,30.56K,0.00%,,
18/01/2019,23.67,23.67,0,0,81.36K,0.00%,,
17/01/2019,23.67,23.67,0,0,31.34K,0.00%,,
16/01/2019,23.67,23.67,0,0,20.71K,0.00%,,
