Date,Price,Open,High,Low,Vol.,Change %
28/03/2017,0.58,0.58,0.58,0.55,3.99M,1.75%
27/03/2017,0.57,0.57,0.57,0.56,478.46K,3.64%
24/03/2017,0.55,0.57,0.57,0.55,6.71M,-1.79%
23/03/2017,0.56,0.55,0.56,0.55,2.17M,1.82%
22/03/2017,0.55,0.57,0.57,0.55,4.96M,-3.51%
21/03/2017,0.57,0.57,0.57,0.57,989.81K,-3.39%
20/03/2017,0.59,0.59,0.59,0.57,1.31M,0.00%
17/03/2017,0.59,0.57,0.59,0.57,1.99M,3.51%
16/03/2017,0.57,0.57,0.57,0.57,2.27M,0.00%
15/03/2017,0.57,0.57,0.57,0.55,3.77M,0.00%
14/03/2017,0.57,0.57,0.57,0.56,3.56M,0.00%
13/03/2017,0.57,0.57,0.59,0.57,949.07K,-3.39%
10/3/2017,0.59,0.6,0.6,0.59,575.96K,-1.67%
9/3/2017,0.6,0.6,0.6,0.6,1.01M,0.00%
8/3/2017,0.6,0.6,0.6,0.6,2.17M,0.00%
7/3/2017,0.6,0.6,0.6,0.6,1.01M,-4.76%
6/3/2017,0.63,0.63,0.63,0.63,665.25K,5.00%
3/3/2017,0.6,0.61,0.61,0.6,235.19K,1.69%
2/3/2017,0.59,0.59,0.59,0.59,307.92K,0.00%
1/3/2017,0.59,0.59,0.59,0.59,96.98K,3.51%
28/02/2017,0.57,0.57,0.57,0.57,95.70K,0.00%
27/02/2017,0.57,0.57,0.57,0.57,41.90K,3.64%
24/02/2017,0.55,0.57,0.57,0.55,97.54M,-9.84%
23/02/2017,0.61,0.61,0.61,0.59,16.50K,0.00%
22/02/2017,0.61,0.6,0.61,0.58,188.70K,3.39%
21/02/2017,0.59,0.61,0.61,0.59,46.01K,-3.28%
20/02/2017,0.61,0.58,0.61,0.58,105.73K,1.67%
17/02/2017,0.6,0.6,0.6,0.6,440.24K,1.69%
16/02/2017,0.59,0.57,0.59,0.57,438.88K,0.00%
15/02/2017,0.59,0.59,0.59,0.59,214.68K,1.72%
14/02/2017,0.58,0.57,0.6,0.57,3.78M,-3.33%
13/02/2017,0.6,0.6,0.6,0.6,180.49K,0.00%
10/2/2017,0.6,0.6,0.6,0.6,139.05K,3.45%
9/2/2017,0.58,0.58,0.58,0.58,8.62M,-3.33%
8/2/2017,0.6,0.59,0.6,0.59,143.42M,3.45%
7/2/2017,0.58,0.59,0.59,0.58,1.15M,-1.69%
6/2/2017,0.59,0.59,0.59,0.59,229.70K,1.72%
3/2/2017,0.58,0.6,0.6,0.58,1.23M,-3.33%
2/2/2017,0.6,0.6,0.6,0.6,254.05K,1.69%
1/2/2017,0.59,0.59,0.59,0.59,169.98K,0.00%
31/01/2017,0.59,0.6,0.6,0.59,12.81M,-1.67%
30/01/2017,0.6,0.6,0.6,0.6,56.81M,0.00%
27/01/2017,0.6,0.59,0.6,0.58,1.43M,0.00%
26/01/2017,0.6,0.6,0.6,0.6,30.15M,3.45%
25/01/2017,0.58,0.58,0.58,0.58,1.60M,0.00%
24/01/2017,0.58,0.6,0.6,0.58,514.64K,-3.33%
23/01/2017,0.6,0.58,0.6,0.58,1.28M,0.00%
20/01/2017,0.6,0.59,0.6,0.57,1.16M,0.00%
19/01/2017,0.6,0.59,0.6,0.59,682.17K,0.00%
18/01/2017,0.6,0.59,0.6,0.57,5.02M,0.00%
17/01/2017,0.6,0.6,0.6,0.6,815.16K,0.00%
16/01/2017,0.6,0.58,0.6,0.58,587.42K,0.00%
13/01/2017,0.6,0.6,0.6,0.6,206.00K,0.00%
12/1/2017,0.6,0.6,0.6,0.6,277.13K,0.00%
11/1/2017,0.6,0.61,0.6,0.59,1.31M,1.69%
10/1/2017,0.59,0.6,0.62,0.59,3.42M,-1.67%
9/1/2017,0.6,0.61,0.62,0.59,7.67M,-1.64%
6/1/2017,0.61,0.61,0.62,0.61,81.59K,-1.61%
5/1/2017,0.62,0.61,0.62,0.61,838.30K,1.64%
4/1/2017,0.61,0.61,0.61,0.61,180.90K,1.67%
3/1/2017,0.6,0.6,0.6,0.6,356.96K,-4.76%
30/12/2016,0.63,0.63,0.63,0.63,392.75K,0.00%
29/12/2016,0.63,0.61,0.63,0.63,871.47K,6.78%
28/12/2016,0.59,0.61,0.61,0.59,544.34K,-3.28%
23/12/2016,0.61,0.6,0.61,0.6,745.47K,1.67%
22/12/2016,0.6,0.61,0.61,0.6,721.03K,-1.64%
21/12/2016,0.61,0.61,0.61,0.61,138.10K,0.00%
20/12/2016,0.61,0.6,0.61,0.6,229.84K,1.67%
19/12/2016,0.6,0.58,0.6,0.58,2.25M,0.00%
16/12/2016,0.6,0.6,0.6,0.57,1.37M,0.00%
15/12/2016,0.6,0.6,0.6,0.6,545.41K,0.00%
14/12/2016,0.6,0.6,0.6,0.6,231.58K,1.69%
13/12/2016,0.59,0.57,0.59,0.57,795.24K,3.51%
9/12/2016,0.57,0.58,0.58,0.57,754.48K,-3.39%
8/12/2016,0.59,0.57,0.59,0.57,285.56K,3.51%
7/12/2016,0.57,0.57,0.58,0.57,1.02M,0.00%
6/12/2016,0.57,0.57,0.57,0.57,351.38K,0.00%
5/12/2016,0.57,0.57,0.57,0.57,571.97K,-3.39%
2/12/2016,0.59,0.57,0.59,0.57,121.91K,0.00%
1/12/2016,0.59,0.58,0.59,0.57,165.12K,0.00%
30/11/2016,0.59,0.57,0.59,0.57,118.95K,0.00%
29/11/2016,0.59,0.59,0.59,0.59,1.01M,1.72%
28/11/2016,0.58,0.59,0.59,0.57,147.51K,-1.69%
25/11/2016,0.59,0.58,0.59,0.58,70.00K,3.51%
24/11/2016,0.57,0.57,0.57,0.57,63.71K,-3.39%
23/11/2016,0.59,0.59,0.59,0.59,94.23K,3.51%
22/11/2016,0.57,0.59,0.58,0.57,3.76M,0.00%
21/11/2016,0.57,0.57,0.57,0.57,423.17K,0.00%
18/11/2016,0.57,0.57,0.57,0.57,1.35M,-5.00%
17/11/2016,0.6,0.6,0.6,0.6,114.09K,3.45%
16/11/2016,0.58,0.58,0.58,0.58,81.33K,-3.33%
15/11/2016,0.6,0.57,0.6,0.57,1.15M,0.00%
14/11/2016,0.6,0.63,0.6,0.6,3.15M,0.00%
11/11/2016,0.6,0.6,0.6,0.6,477.41K,3.45%
10/11/2016,0.58,0.61,0.58,0.58,180.26K,-1.69%
9/11/2016,0.59,0.6,0.59,0.57,360.03K,1.72%
8/11/2016,0.58,0.59,0.6,0.58,542.16K,-3.33%
7/11/2016,0.6,0.64,0.64,0.6,377.34K,-4.76%
4/11/2016,0.63,0.63,0.63,0.61,540.61K,0.00%
3/11/2016,0.63,0.61,0.63,0.61,667.55K,0.00%
2/11/2016,0.63,0.63,0.63,0.63,200.10K,0.00%
1/11/2016,0.63,0.61,0.63,0.58,4.18M,0.00%
31/10/2016,0.63,0.6,0.63,0.63,2.84M,8.62%
28/10/2016,0.58,0.58,0.58,0.58,106.40K,3.57%
27/10/2016,0.56,0.57,0.59,0.56,2.30M,-1.75%
26/10/2016,0.57,0.6,0.6,0.57,2.65M,-3.39%
25/10/2016,0.59,0.58,0.59,0.58,281.68K,1.72%
24/10/2016,0.58,0.59,0.59,0.58,1.74M,-4.92%
21/10/2016,0.61,0.61,0.61,0.61,415.75K,0.00%
20/10/2016,0.61,0.6,0.61,0.59,3.03M,1.67%
19/10/2016,0.6,0.59,0.61,0.59,105.08K,1.69%
18/10/2016,0.59,0.61,0.61,0.59,220.89K,-1.67%
17/10/2016,0.6,0.6,0.6,0.6,3.24M,-1.64%
14/10/2016,0.61,0.63,0.63,0.61,674.87K,1.67%
13/10/2016,0.6,0.6,0.6,0.6,7.42M,-1.64%
12/10/2016,0.61,0.6,0.64,0.6,1.03M,-1.61%
11/10/2016,0.62,0.62,0.62,0.62,172.74K,0.00%
10/10/2016,0.62,0.62,0.63,0.62,75.21K,-4.62%
7/10/2016,0.65,0.65,0.65,0.65,199.04K,3.17%
6/10/2016,0.63,0.61,0.63,0.61,1.49M,-1.56%
5/10/2016,0.64,0.63,0.64,0.63,613.48K,1.59%
4/10/2016,0.63,0.64,0.64,0.61,545.99K,3.28%
30/09/2016,0.61,0.61,0.62,0.61,1.41M,-3.17%
29/09/2016,0.63,0.64,0.64,0.62,1.43M,0.00%
28/09/2016,0.63,0.6,0.63,0.6,1.48M,3.28%
27/09/2016,0.61,0.62,0.63,0.6,2.17M,-1.61%
